"ISO-date","Name","PMB-id","Latitude","Longitude","Type","Wikidata"
1916-03-17,"?? [Zimmer von Marianne Bachrach, Weimarer Straße, 1916– Jänner 1917]",pmb265353,"","","Wohngebäude Residential building"
1917-01-01,"?? [Zimmer von Marianne Bachrach, Weimarer Straße, 1916– Jänner 1917]",pmb265353,"","","Wohngebäude Residential building"
1917-01-02,"?? [Zimmer von Marianne Bachrach, Weimarer Straße, 1916– Jänner 1917]",pmb265353,"","","Wohngebäude Residential building"
1926-04-23,"?? [nicht näher bestimmter Punkt zwischen Gibraltar und Lissabon]",pmb363977,"36,158","-6,334","Landschaftlicher Punkt Scenic point"
1926-04-27,"?? [nicht näher bestimmter Punkt zwischen Lissabon und Las Palmas]",pmb251752,"34,071","-12,162","Landschaftlicher Punkt Scenic point"
1926-04-28,"?? [nicht näher bestimmter Punkt zwischen Lissabon und Las Palmas]",pmb251752,"34,071","-12,162","Landschaftlicher Punkt Scenic point"
1926-05-04,"?? [nicht näher bestimmter Punkt zwischen Lissabon und Las Palmas]",pmb251752,"34,071","-12,162","Landschaftlicher Punkt Scenic point"
1926-05-05,"?? [nicht näher bestimmter Punkt zwischen Lissabon und Las Palmas]",pmb251752,"34,071","-12,162","Landschaftlicher Punkt Scenic point"
1895-03-04,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-11,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-13,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-16,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-18,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-21,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-22,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-24,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-03-25,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-04-03,"?? [»bei Uns«, Absteigequartier I Marie Reinhard und Arthur Schnitzler]",pmb199105,"","","Wohnung Apartment"
1895-04-11,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-12,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-14,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-18,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-19,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-21,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-24,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-25,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-26,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-27,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-04-28,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-02,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-03,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-04,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-07,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-12,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-13,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-16,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-19,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-22,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-27,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-05-28,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-06-03,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-06-06,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-06-18,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-06-21,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-06-26,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-09-13,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-09-25,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-09-27,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-09-30,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1895-10-02,"?? [»bei Uns«, Absteigequartier II Marie Reinhard und Arthur Schnitzler]",pmb168485,"","","Wohnung Apartment"
1896-10-20,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-10-23,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-10-25,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-10,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-11,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-12,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-14,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-15,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-18,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-20,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-23,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-25,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-26,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-28,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-11-30,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-06,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-08,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-09,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-12,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-14,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-16,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-22,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-26,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-28,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-30,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1896-12-31,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-01,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-04,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-08,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-10,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-13,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-16,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-18,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-19,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-20,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-25,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-27,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-01-30,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-02-02,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-02-04,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-02-22,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-02-24,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-01,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-04,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-06,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-14,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-17,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-22,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-23,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-25,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1897-03-31,"?? [»bei Uns«, Absteigequartier IV Marie Reinhard und Arthur Schnitzler]",pmb168581,"","","Wohnung Apartment"
1920-10-09,"A. Satori, Antiquitätenhandlung",pmb291784,"48,2064","16,373977","Geschäft Shop"
1895-02-11,"A.gasse",pmb92131,"","","Straße Street"
1891-01-23,"Absdorf",pmb90182,"48,4","15,98333","Verwaltungsgebiet Administrative district","Q332195"
1895-06-28,"Absdorf",pmb90182,"48,4","15,98333","Verwaltungsgebiet Administrative district","Q332195"
1895-06-29,"Absdorf",pmb90182,"48,4","15,98333","Verwaltungsgebiet Administrative district","Q332195"
1920-09-15,"Abtenau",pmb52548,"47,56373","13,34599","Hauptstadt Capital","Q334510"
1898-07-15,"Abtissendorf",pmb90184,"46,99583","15,45639","Besiedelter Ort Populated place"
1914-05-07,"Accademia di Belle Arti [Florenz]",pmb50785,"43,776907","11,258475","Museum Museum","Q10855544"
1925-09-16,"Accademia di Belle Arti [Florenz]",pmb50785,"43,776907","11,258475","Museum Museum","Q10855544"
1874-08-04,"Achenkirch",pmb60365,"47,52659","11,70559","Hauptstadt Capital"
1874-08-05,"Achenkirch",pmb60365,"47,52659","11,70559","Hauptstadt Capital"
1874-08-05,"Achensee",pmb59761,"47,462","11,709","See Lake","Q615711"
1895-08-25,"Achensee",pmb59761,"47,462","11,709","See Lake","Q615711"
1898-08-08,"Achensee",pmb59761,"47,462","11,709","See Lake","Q615711"
1874-08-05,"Achenseehof",pmb255580,"47,483333333333334","11,711944444444445","Teil eines besiedelten Ortes Part of a populated place","Q61435374"
1905-03-13,"Achilleion",pmb235038,"39,562444444444","19,90425","Ehemaliger Ort Former place","Q56240051"
1926-07-28,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-07-29,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-07-30,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-07-31,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-01,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-02,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-03,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-04,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-05,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-06,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-07,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-08,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-09,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-10,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1926-08-11,"Adelboden",pmb90188,"46,49142","7,56031","Besiedelter Ort Populated place","Q68994"
1924-09-02,"Adlisberg",pmb264011,"47,370555555555555","8,591944444444444","Hügel Hill","Q358573"
1892-09-24,"Adlitzgraben",pmb46087,"47,65736","15,80388","Tal Valley"
1904-01-10,"Adlitzgraben",pmb46087,"47,65736","15,80388","Tal Valley"
1905-10-19,"Adlitzgraben",pmb46087,"47,65736","15,80388","Tal Valley"
1909-01-28,"Adlitzgraben",pmb46087,"47,65736","15,80388","Tal Valley"
1910-10-18,"Adlitzgraben",pmb46087,"47,65736","15,80388","Tal Valley"
1929-08-02,"Admiralkino",pmb190439,"48,20413","16,33873","Kino Cinema","Q33393124"
1925-03-21,"Admiralspalast",pmb186059,"52,5208","13,3886","Veranstaltungsgebäude Event venue","Q359242"
1900-07-03,"Admont",pmb49312,"47,574904","14,460776","Verwaltungsgebiet Administrative district","Q359324"
1900-07-04,"Admont",pmb49312,"47,574904","14,460776","Verwaltungsgebiet Administrative district","Q359324"
1900-07-05,"Admont",pmb49312,"47,574904","14,460776","Verwaltungsgebiet Administrative district","Q359324"
1900-07-06,"Admont",pmb49312,"47,574904","14,460776","Verwaltungsgebiet Administrative district","Q359324"
1902-09-05,"Admont",pmb49312,"47,574904","14,460776","Verwaltungsgebiet Administrative district","Q359324"
1928-01-31,"Adolf Salatsch, Kleidermacher",pmb245610,"48,210872","16,371163","Geschäft Shop"
1913-05-12,"Adria-Ausstellung 1913",pmb254597,"48,211473","16,4091","Ausstellungsgelände Exhibition grounds","Q367236"
1920-10-05,"Adria-Kino",pmb291762,"48,204182","16,347004","Kino Cinema"
1926-04-16,"Adriatisches Meer",pmb568,"43,0","16,0","","Q13924"
1926-04-17,"Adriatisches Meer",pmb568,"43,0","16,0","","Q13924"
1926-08-10,"Aeschi bei Spiez",pmb90196,"46,65848","7,6965","Besiedelter Ort Populated place"
1908-01-26,"Afrikanergasse 9",pmb245834,"48,217485","16,388592","Wohngebäude Residential building"
1904-06-22,"Agnesbründl",pmb234181,"48,27317","16,2977","Quelle Spring","Q21874756"
1928-05-06,"Agnesbründl",pmb234181,"48,27317","16,2977","Quelle Spring","Q21874756"
1929-01-15,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-04-26,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-04-30,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-05-19,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-08-05,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-09-27,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-10-03,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-10-31,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
1929-12-24,"Agnesgasse 30",pmb237889,"48,253492","16,309305","Wohngebäude Residential building"
